ST,STATE,ST_ABBR,STCNTY,COUNTY,FIPS,LOCATION,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV,M_POV,E_UNEMP,M_UNEMP,E_PCI,M_PCI,E_NOHSDP,M_NOHSDP,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_MINRTY,M_MINRTY,E_LIMENG,M_LIMENG,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV,MP_POV,EP_UNEMP,MP_UNEMP,EP_PCI,MP_PCI,EP_NOHSDP,MP_NOHSDP,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_MINRTY,MP_MINRTY,EP_LIMENG,MP_LIMENG,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV,EPL_UNEMP,EPL_PCI,EPL_NOHSDP,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,SPL_THEME2,RPL_THEME2,EPL_MINRTY,EPL_LIMENG,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV,F_UNEMP,F_PCI,F_NOHSDP,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_THEME2,F_MINRTY,F_LIMENG,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_UNINSUR,M_UNINSUR,EP_UNINSUR,MP_UNINSUR,E_DAYPOP
48,TEXAS,TX,48167,Galveston,48167724101,"Census Tract 7241.01, Galveston County, Texas",3.641707114164,1105,147,1390,47,632,77,189,80,20,21,36201,6580,119,47,359,70,79,48,212,58,9,16,468,183,31,50,969,90,0,13,0,18,165,61,61,23,18.1,7.2,3.6,3.8,36201.0,6580.0,13.0,5.2,32.5,6.4,7.1,4.2,20.3,5.8,1.4,2.6,42.4,15.6,2.9,4.7,69.7,6.1,0.0,2.8,0.0,2.9,26.1,8.2,5.5,1.9,0.6223,0.3049,0.237,0.4457,1.6099,0.3771,0.9912,0.0201,0.906,0.0281,1.9454,0.4401,0.3617,0.404,0.7657,0.3776,0.9755,0.0,0.0,0.9858,0.9267,2.888,0.7506,7.209,0.4866,0,0,0,0,0,1,0,1,0,2,0,0,0,1,0,0,1,1,3,5,143,75,13.7,7.0,5658
48,TEXAS,TX,48167,Galveston,48167724200,"Census Tract 7242, Galveston County, Texas",0.326381287048,2670,296,1846,84,1374,128,632,178,117,79,29224,5127,69,35,298,58,381,136,168,77,44,53,1302,384,24,55,1027,170,25,35,6,16,106,55,82,93,24.3,5.9,8.5,5.2,29224.0,5127.0,4.1,2.1,11.2,2.2,14.3,4.8,6.4,2.7,3.2,3.9,48.8,13.3,1.0,2.2,55.6,8.9,1.4,1.9,0.4,1.2,7.7,4.1,3.1,3.5,0.7686,0.8215,0.3875,0.1364,2.114,0.5404,0.4329,0.0595,0.1199,0.0997,0.712,0.031,0.4311,0.1699,0.601,0.289,0.9476,0.5149,0.1008,0.7255,0.8805,3.1693,0.8506,6.5963,0.4051,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,237,120,9.0,4.2,917
48,TEXAS,TX,48167,Galveston,48167724300,"Census Tract 7243, Galveston County, Texas",0.617192541244,3102,412,1961,107,1404,166,787,303,54,45,28550,4292,233,116,530,167,167,103,537,154,53,58,1200,519,105,136,258,110,8,13,0,18,130,81,340,73,28.4,8.7,3.8,3.1,28550.0,4292.0,9.7,4.4,17.1,5.0,5.4,3.2,18.5,5.1,3.8,4.1,38.7,15.9,3.4,4.4,13.2,5.6,0.4,0.7,0.0,1.3,9.3,5.6,11.0,1.8,0.8361,0.3319,0.4047,0.3355,1.9082,0.4719,0.7628,0.0145,0.855,0.128,1.7603,0.3344,0.3192,0.4466,0.7658,0.3778,0.6756,0.3773,0.0,0.7936,0.9558,2.8023,0.719,7.2366,0.4904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,359,141,12.4,4.2,15823
48,TEXAS,TX,48167,Galveston,48167724400,"Census Tract 7244, Galveston County, Texas",0.457668708414,2932,417,2103,108,1431,158,820,327,133,82,28042,4661,399,142,582,132,400,194,530,134,26,45,1526,487,207,110,156,69,0,13,20,34,235,92,113,26,28.0,10.3,8.6,5.3,28042.0,4661.0,17.0,5.3,19.8,4.1,13.6,6.3,18.1,3.8,1.8,3.2,52.0,14.9,7.3,3.8,7.4,3.3,0.0,1.9,1.4,2.4,16.4,5.7,3.9,0.7,0.8301,0.8265,0.4224,0.5581,2.6371,0.7043,0.8596,0.0534,0.8426,0.0402,1.7958,0.3528,0.4619,0.6473,1.1092,0.5708,0.5673,0.0,0.2246,0.9367,0.9011,2.6297,0.6491,8.1718,0.6217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,489,168,16.7,5.3,2461
48,TEXAS,TX,48167,Galveston,48167724500,"Census Tract 7245, Galveston County, Texas",0.41482991931,907,155,732,48,528,64,211,101,10,10,36093,8397,83,55,235,55,58,43,198,68,7,16,382,175,0,52,331,65,0,13,24,22,78,46,0,13,23.4,9.5,2.1,2.1,36093.0,8397.0,11.4,6.5,25.9,6.6,6.4,4.6,22.2,7.3,1.3,3.1,42.1,18.0,0.0,5.8,45.2,8.4,0.0,5.3,4.5,4.3,14.8,8.3,0.0,1.4,0.7508,0.1076,0.238,0.3946,1.491,0.3429,0.9635,0.0159,0.9475,0.026,1.9529,0.4461,0.3585,0.0,0.3585,0.1536,0.9151,0.0,0.5652,0.9177,0.0,2.398,0.5431,6.2004,0.35,0,0,0,0,0,1,0,1,0,2,0,0,0,1,0,0,1,0,2,4,184,86,20.6,7.6,6189
48,TEXAS,TX,48167,Galveston,48167724600,"Census Tract 7246, Galveston County, Texas",0.270086843244,1791,251,880,62,716,80,1043,227,141,65,12276,2669,247,107,160,60,668,162,446,133,192,65,1428,312,111,81,68,38,0,13,39,35,295,88,11,6,58.2,10.8,22.0,9.0,12276.0,2669.0,25.0,9.0,8.9,3.4,37.3,7.4,24.9,7.6,26.8,8.6,79.7,13.4,7.0,5.0,7.7,4.4,0.0,4.4,5.4,4.9,41.2,10.7,0.6,0.3,0.9929,0.9962,0.9533,0.7205,3.6629,0.9749,0.2787,0.9763,0.977,0.9862,3.2182,0.9883,0.7173,0.6368,1.3541,0.689,0.5742,0.0,0.637,0.9975,0.7031,2.9118,0.7602,11.147,0.962,1,1,1,0,3,0,1,1,1,3,0,0,0,0,0,0,1,0,1,7,377,112,21.0,5.0,1415
48,TEXAS,TX,48167,Galveston,48167724700,"Census Tract 7247, Galveston County, Texas",0.293722077174,1726,230,1131,68,711,64,700,217,112,52,22551,5304,305,105,226,47,425,133,490,128,165,56,1350,268,132,85,26,22,0,13,43,35,142,46,0,13,40.6,9.7,14.5,5.6,22551.0,5304.0,25.6,7.4,13.1,3.1,24.6,7.0,28.4,7.3,23.2,7.7,78.2,11.6,8.3,5.3,2.3,2.0,0.0,3.5,6.0,4.9,20.0,6.4,0.0,0.8,0.9528,0.9709,0.6138,0.7311,3.2686,0.8816,0.5568,0.4346,0.9912,0.9656,2.9482,0.9523,0.7037,0.6823,1.386,0.7045,0.3908,0.0,0.6758,0.9657,0.0,2.0323,0.3863,9.6351,0.8166,1,1,0,0,2,0,0,1,1,2,0,0,0,0,0,0,1,0,1,5,490,139,28.4,7.0,1249
48,TEXAS,TX,48167,Galveston,48167724800,"Census Tract 7248, Galveston County, Texas",0.250502591498,1299,216,973,48,559,73,228,95,70,40,36005,6383,222,86,267,79,223,99,213,68,34,27,805,232,63,63,6,15,0,13,0,18,81,45,0,13,17.6,7.1,9.7,5.4,36005.0,6383.0,22.4,7.0,20.6,6.1,17.2,7.1,16.5,4.5,6.1,4.8,62.0,14.7,5.4,5.3,0.6,1.6,0.0,4.0,0.0,3.3,14.5,7.9,0.0,1.0,0.6097,0.8815,0.2388,0.6725,2.4025,0.6292,0.8816,0.1075,0.7797,0.2699,2.0387,0.5087,0.5557,0.5694,1.1251,0.5801,0.2577,0.0,0.0,0.9127,0.0,1.1704,0.1138,6.7367,0.4243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,256,87,19.8,5.3,1001
48,TEXAS,TX,48167,Galveston,48167724900,"Census Tract 7249, Galveston County, Texas",0.22478472338,1645,232,929,42,713,75,231,86,130,67,32660,3870,120,66,255,51,210,93,321,74,49,36,702,269,39,54,40,34,0,13,0,18,82,41,19,9,14.4,5.2,13.1,6.0,32660.0,3870.0,9.3,5.0,15.5,3.0,12.8,5.4,19.5,4.4,6.9,5.1,42.7,15.3,2.4,3.3,4.3,3.7,0.0,4.2,0.0,2.6,11.5,5.8,1.2,0.5,0.5098,0.9567,0.3029,0.3225,2.0919,0.5314,0.6882,0.0455,0.8874,0.3284,1.9495,0.4444,0.365,0.3512,0.7162,0.3508,0.4723,0.0,0.0,0.8565,0.7676,2.0964,0.4143,6.854,0.4403,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,545,175,33.1,8.0,523
48,TEXAS,TX,48167,Galveston,48167725000,"Census Tract 7250, Galveston County, Texas",0.278944409226,1862,226,1028,62,844,69,373,169,74,40,27540,4239,293,88,363,74,219,85,480,102,40,26,1048,269,117,80,19,17,22,20,9,18,105,46,36,15,20.4,8.7,7.8,4.2,27540.0,4239.0,19.6,5.6,19.5,3.4,11.8,4.3,25.8,4.8,4.7,3.1,56.3,12.7,6.4,4.3,1.8,1.7,2.1,1.9,1.1,2.2,12.4,5.3,1.9,0.8,0.6842,0.779,0.4386,0.6184,2.5202,0.6653,0.8525,0.0392,0.9837,0.18,2.0554,0.5202,0.5067,0.6138,1.1205,0.5771,0.3627,0.5692,0.1865,0.8772,0.8231,2.8187,0.7265,8.5148,0.6669,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,394,143,21.2,6.5,1670
48,TEXAS,TX,48167,Galveston,48167725100,"Census Tract 7251, Galveston County, Texas",0.309608243964,1958,272,927,63,712,88,508,204,89,49,20239,3325,358,118,313,105,438,139,331,96,105,52,1618,290,150,90,5,14,0,13,19,19,135,54,10,4,25.9,9.4,9.0,4.4,20239.0,3325.0,26.5,7.4,16.0,5.6,22.4,6.4,16.9,4.5,14.7,7.2,82.6,9.4,8.1,4.7,0.5,1.6,0.0,4.2,2.7,2.7,19.0,7.4,0.5,0.2,0.7962,0.8495,0.6965,0.7462,3.0884,0.8365,0.7142,0.3009,0.7979,0.772,2.585,0.829,0.7445,0.6756,1.4201,0.7215,0.2433,0.0,0.3898,0.9588,0.6867,2.2786,0.4901,9.3721,0.7794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,425,172,21.7,8.4,2230
48,TEXAS,TX,48167,Galveston,48167725200,"Census Tract 7252, Galveston County, Texas",0.239023006834,2140,280,915,51,791,67,721,216,80,41,16425,2179,455,131,252,64,584,156,391,90,126,51,1895,294,296,118,144,51,0,13,48,35,138,51,26,10,33.8,9.2,7.4,3.4,16425.0,2179.0,34.8,7.4,11.8,3.1,27.3,6.4,18.3,4.5,15.9,6.4,88.6,7.4,15.3,5.8,15.7,5.5,0.0,4.3,6.1,4.5,17.4,6.5,1.2,0.4,0.8999,0.7511,0.8237,0.8468,3.3215,0.8987,0.4803,0.6106,0.8498,0.8183,2.759,0.9002,0.8095,0.8321,1.6416,0.837,0.7106,0.0,0.6813,0.9463,0.7676,3.1058,0.832,10.8279,0.9395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,776,194,36.3,6.3,965
48,TEXAS,TX,48167,Galveston,48167725300,"Census Tract 7253, Galveston County, Texas",0.379598497912,2216,228,935,57,826,81,239,160,55,36,30058,5885,246,101,365,74,525,129,460,147,109,63,1177,299,142,82,6,15,0,13,24,30,53,42,0,13,10.8,7.0,5.2,3.4,30058.0,5885.0,16.6,6.2,16.5,3.1,23.7,5.3,20.8,6.0,13.2,7.6,53.1,12.4,6.9,3.9,0.6,1.7,0.0,4.2,2.9,3.6,6.4,5.0,0.0,0.6,0.3777,0.5207,0.3651,0.5492,1.8127,0.4414,0.7362,0.3783,0.919,0.7091,2.7426,0.8922,0.4746,0.6318,1.1064,0.5696,0.2577,0.0,0.412,0.6595,0.0,1.3292,0.1475,6.9909,0.4556,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,277,114,12.5,4.7,888
48,TEXAS,TX,48167,Galveston,48167725400,"Census Tract 7254, Galveston County, Texas",0.437603759678,3583,503,1734,90,1522,130,588,374,168,135,23762,3494,554,210,627,135,705,220,625,156,185,98,2408,578,351,175,12,23,23,37,9,18,160,78,0,13,16.4,9.6,9.0,6.8,23762.0,3494.0,21.9,7.2,17.5,4.3,19.7,5.5,17.4,3.9,12.2,6.4,67.2,13.1,10.0,4.8,0.7,1.3,1.3,2.1,0.6,1.2,10.5,5.1,0.0,0.4,0.5792,0.8495,0.5663,0.6618,2.6568,0.7093,0.7798,0.18,0.8173,0.6576,2.4347,0.7635,0.5987,0.7318,1.3305,0.6769,0.2701,0.5062,0.1232,0.8293,0.0,1.7288,0.2695,8.1508,0.6189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1130,370,31.5,8.6,1375
48,TEXAS,TX,48167,Galveston,48167725500,"Census Tract 7255, Galveston County, Texas",0.322765441818,1152,145,617,26,512,50,121,94,13,14,53783,16341,121,53,308,54,208,69,255,69,40,23,352,205,26,55,9,19,2,5,11,19,48,29,0,13,10.5,7.6,2.3,2.5,53783.0,16341.0,13.8,6.0,26.7,4.7,18.1,5.5,22.1,5.0,7.8,4.5,30.6,17.4,2.3,4.9,1.5,3.1,0.3,0.9,2.1,3.9,9.4,5.6,0.0,1.1,0.3652,0.1285,0.0787,0.4707,1.0431,0.209,0.9709,0.1316,0.946,0.3885,2.437,0.7644,0.2267,0.337,0.5637,0.2699,0.3405,0.3693,0.3129,0.7969,0.0,1.8196,0.2998,5.8634,0.307,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,2,93,60,8.1,5.1,1479
48,TEXAS,TX,48167,Galveston,48167725600,"Census Tract 7256, Galveston County, Texas",0.690501727984,4441,401,2745,102,2227,169,776,185,149,74,29513,3723,431,165,520,94,746,236,665,171,78,62,2535,509,241,130,1831,243,18,29,46,46,284,98,11,12,17.6,3.8,5.7,2.8,29513.0,3723.0,13.8,5.2,11.7,2.3,16.8,5.1,15.0,3.7,3.5,2.8,57.1,10.3,5.6,3.0,66.7,8.5,0.7,1.1,2.1,2.1,12.8,4.3,0.2,0.3,0.6097,0.5848,0.3808,0.4707,2.046,0.516,0.4746,0.0985,0.7085,0.1134,1.395,0.162,0.5161,0.5807,1.0968,0.5656,0.9711,0.4364,0.3129,0.8838,0.587,3.1912,0.8569,7.729,0.5639,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1091,292,24.6,5.9,3825
48,TEXAS,TX,48167,Galveston,48167725700,"Census Tract 7257, Galveston County, Texas",0.42918905269,2240,180,987,50,906,60,47,37,0,13,57027,8460,104,82,559,81,420,95,272,68,51,30,774,247,72,75,39,28,16,24,11,19,24,26,0,13,2.1,1.7,0.0,3.3,57027.0,8460.0,6.2,4.7,25.0,3.3,18.8,4.0,12.1,2.9,5.6,3.3,34.6,10.7,3.4,3.6,4.0,2.9,1.6,2.4,1.2,2.2,2.6,2.9,0.0,0.6,0.0362,0.0,0.0659,0.2154,0.3175,0.0226,0.9541,0.1492,0.5227,0.2368,1.8628,0.3896,0.268,0.4466,0.7146,0.3497,0.4606,0.5306,0.1978,0.3399,0.0,1.5289,0.2026,4.4238,0.1429,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,153,72,6.8,3.1,1079
48,TEXAS,TX,48167,Galveston,48167725800,"Census Tract 7258, Galveston County, Texas",1.057083183068,4206,453,2086,93,1676,126,622,299,117,72,30518,5153,564,246,389,68,944,247,917,239,193,105,2344,561,278,182,708,166,0,13,32,36,236,98,0,13,14.8,6.9,5.4,3.4,30518.0,5153.0,19.1,7.7,9.2,1.7,22.4,5.4,21.8,5.2,11.5,6.3,55.7,11.9,7.1,4.6,33.9,7.8,0.0,1.9,1.9,2.1,14.1,5.6,0.0,0.3,0.5245,0.5462,0.3546,0.6069,2.0322,0.5126,0.2986,0.3009,0.9399,0.6174,2.1568,0.5884,0.5021,0.6408,1.1429,0.5895,0.8648,0.0,0.2863,0.9081,0.0,2.0592,0.3984,7.3911,0.5138,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,2,754,280,17.9,5.8,2545
48,TEXAS,TX,48167,Galveston,48167725900,"Census Tract 7259, Galveston County, Texas",2.939878311806,2475,255,2092,78,1388,123,430,230,77,58,34903,4644,175,74,400,78,316,106,264,86,33,27,768,340,34,63,1399,156,0,13,48,35,27,28,65,30,17.8,9.0,5.4,3.9,34903.0,4644.0,9.2,3.7,16.2,3.3,12.8,4.1,11.2,3.6,2.4,1.9,31.0,13.4,1.4,2.6,66.9,7.0,0.0,1.9,3.5,2.5,1.9,2.0,2.6,1.2,0.6158,0.5462,0.2575,0.3187,1.7382,0.4166,0.7223,0.0455,0.4576,0.0629,1.2883,0.1224,0.2288,0.2219,0.4507,0.2028,0.9717,0.0,0.4744,0.2542,0.86,2.5603,0.6192,6.0375,0.3295,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,558,230,23.7,8.6,3653
48,TEXAS,TX,48167,Galveston,48167726000,"Census Tract 7260, Galveston County, Texas",8.170575465604,1395,116,1172,37,599,62,61,32,57,32,42489,6571,105,59,330,50,232,35,130,41,18,13,310,175,0,52,172,60,0,13,10,17,4,7,0,13,4.4,2.3,8.1,4.4,42489.0,6571.0,9.9,5.3,23.7,3.3,16.6,2.1,9.3,2.9,3.0,2.2,22.2,12.4,0.0,3.9,14.7,5.1,0.0,3.4,1.7,2.9,0.7,1.1,0.0,0.9,0.1237,0.798,0.1539,0.3433,1.4189,0.3193,0.9403,0.0943,0.316,0.0886,1.4392,0.1795,0.1287,0.0,0.1287,0.0407,0.6968,0.0,0.2617,0.0915,0.0,1.05,0.0907,4.0368,0.107,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,154,79,11.0,5.5,569
48,TEXAS,TX,48167,Galveston,48167726100,"Census Tract 7261, Galveston County, Texas",11.781521061224,2350,390,5610,105,1176,169,91,80,43,44,62300,9835,54,46,514,153,238,141,458,166,19,21,202,553,0,52,199,96,0,13,11,21,0,13,0,13,3.9,3.4,3.3,3.4,62300.0,9835.0,2.7,2.2,21.9,5.7,10.1,5.8,19.5,6.2,1.6,1.8,8.6,23.5,0.0,2.3,3.5,1.7,0.0,0.7,0.9,1.8,0.0,3.3,0.0,0.6,0.101,0.2593,0.0498,0.0834,0.4935,0.0572,0.9118,0.0308,0.8874,0.0333,1.8633,0.3902,0.0121,0.0,0.0121,0.0042,0.4434,0.0,0.1649,0.0,0.0,0.6083,0.0395,2.9772,0.0307,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,220,169,9.4,6.5,1308
48,TEXAS,TX,48167,Galveston,48167726200,"Census Tract 7262, Galveston County, Texas",13.99632298315,2373,264,1249,105,835,118,566,284,78,67,19099,7097,246,116,310,64,760,142,476,125,129,91,1772,340,106,81,45,55,133,77,20,25,76,53,37,52,23.9,11.8,8.6,7.2,19099.0,7097.0,18.2,7.6,13.1,2.8,32.0,4.8,20.1,5.3,15.4,10.7,74.7,11.7,4.9,3.7,3.6,4.4,10.6,6.2,2.4,3.0,9.1,6.2,1.6,2.2,0.7596,0.8265,0.7346,0.587,2.9077,0.7862,0.5568,0.8552,0.9029,0.7972,3.1121,0.9791,0.6706,0.5451,1.2157,0.6222,0.4457,0.7426,0.3531,0.7848,0.8007,3.1269,0.8389,10.3624,0.9044,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,682,262,28.8,11.1,5039
48,TEXAS,TX,48169,Garza,48169950100,"Census Tract 9501, Garza County, Texas",893.413322482966,6288,188,2165,169,1628,164,778,397,71,60,19177,4255,1776,224,781,139,1051,134,643,170,147,78,3726,320,1240,208,9,23,327,90,61,62,70,52,1898,183,17.7,8.8,3.2,2.7,19177.0,4255.0,38.6,4.9,12.4,2.2,16.7,2.1,14.6,3.9,9.0,4.7,59.3,4.8,20.6,3.4,0.4,1.1,15.1,4.2,3.7,3.8,4.3,3.1,30.2,2.8,0.6127,0.2453,0.7316,0.886,2.4756,0.6505,0.5172,0.0964,0.6882,0.4677,1.7695,0.3392,0.5348,0.8956,1.4304,0.727,0.232,0.8013,0.4931,0.5103,0.9816,3.0183,0.8024,8.6938,0.6874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,772,200,17.5,4.4,5752
48,TEXAS,TX,48171,Gillespie,48171950100,"Census Tract 9501, Gillespie County, Texas",372.733388907084,4351,411,2371,140,1864,184,623,263,36,38,33379,5341,421,126,1254,204,681,179,620,163,73,47,1063,566,295,123,0,18,477,120,27,30,0,13,0,13,14.3,5.8,1.7,1.8,33379.0,5341.0,12.8,3.5,28.8,4.8,15.7,3.8,14.2,3.9,3.9,2.5,24.4,12.8,7.2,2.9,0.0,0.8,20.1,4.8,1.4,1.6,0.0,2.1,0.0,0.3,0.5056,0.0724,0.2885,0.4382,1.3047,0.2831,0.9816,0.08,0.6637,0.1341,1.8594,0.3875,0.1517,0.644,0.7957,0.3982,0.0,0.8579,0.2246,0.0,0.0,1.0825,0.0976,5.0423,0.2078,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,902,306,20.7,6.5,1928
48,TEXAS,TX,48171,Gillespie,48171950200,"Census Tract 9502, Gillespie County, Texas",398.93729689456,4576,364,2398,151,1891,167,342,143,176,90,30044,3259,264,117,1754,205,749,172,721,151,67,72,734,538,130,102,16,27,664,120,49,45,52,43,0,13,7.5,3.2,9.6,4.9,30044.0,3259.0,7.9,3.5,38.3,4.4,16.4,3.5,15.8,3.2,3.5,3.8,16.0,11.7,2.9,2.3,0.7,1.1,27.7,4.3,2.6,2.4,2.7,2.3,0.0,0.3,0.2444,0.8771,0.3655,0.2747,1.7617,0.4237,0.9971,0.0918,0.7512,0.1134,1.9535,0.4468,0.0618,0.404,0.4658,0.2102,0.2701,0.9196,0.3789,0.3533,0.0,1.9219,0.3378,6.1029,0.3381,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,2,691,233,15.1,4.8,1948
48,TEXAS,TX,48171,Gillespie,48171950300,"Census Tract 9503, Gillespie County, Texas",169.80575032561,6939,480,3532,156,2832,215,629,319,47,46,37800,6492,647,207,1893,225,1356,215,849,199,137,73,1715,671,291,121,64,85,239,135,70,46,167,116,124,104,9.2,4.7,1.3,1.3,37800.0,6492.0,12.2,3.9,27.3,3.4,19.5,2.8,12.4,3.2,4.8,2.6,24.7,9.5,4.4,1.8,1.8,2.4,6.8,3.8,2.5,1.6,5.9,4.0,1.8,1.5,0.3142,0.0462,0.2104,0.4206,0.9914,0.1923,0.9753,0.172,0.544,0.1867,1.878,0.4003,0.1542,0.5168,0.671,0.3284,0.3627,0.6866,0.3659,0.6279,0.8173,2.8604,0.7406,6.4008,0.3802,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1214,351,17.8,5.0,6125
48,TEXAS,TX,48171,Gillespie,48171950400,"Census Tract 9504, Gillespie County, Texas",29.450272522474,6411,492,3115,142,2662,195,795,356,244,157,34506,6093,270,154,1688,207,1364,279,744,170,182,107,1955,593,275,188,232,117,113,91,137,81,156,81,0,19,12.4,5.3,7.8,4.7,34506.0,6093.0,5.9,3.3,26.3,3.7,21.3,4.0,11.6,2.7,6.8,4.0,30.5,9.0,4.5,3.1,7.4,3.8,3.6,2.9,5.1,3.0,5.9,3.1,0.0,0.3,0.439,0.779,0.2663,0.2054,1.6897,0.4022,0.9667,0.2435,0.4844,0.3194,2.014,0.4903,0.2257,0.5218,0.7475,0.3665,0.5673,0.62,0.6134,0.6279,0.0,2.4286,0.5573,6.8798,0.4434,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1219,386,19.1,5.6,5895
48,TEXAS,TX,48171,Gillespie,48171950500,"Census Tract 9505, Gillespie County, Texas",87.2704227039,3931,575,1665,108,1468,132,557,322,28,33,28524,5477,445,164,1022,145,1056,340,503,127,83,47,1088,710,225,138,60,44,217,87,126,77,81,51,215,100,15.0,8.1,1.7,2.0,28524.0,5477.0,16.3,5.2,26.0,4.8,26.9,7.7,13.6,3.5,5.7,3.2,27.7,17.6,6.2,3.7,3.6,2.6,13.0,5.1,8.6,5.2,5.5,3.5,5.5,2.4,0.5322,0.0724,0.4053,0.5409,1.5508,0.3606,0.9642,0.5792,0.6261,0.2435,2.413,0.7514,0.188,0.605,0.793,0.3958,0.4457,0.7758,0.8097,0.6045,0.9267,3.5624,0.9459,8.3192,0.6407,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,2,827,433,22.3,9.4,7152
48,TEXAS,TX,48173,Glasscock,48173950100,"Census Tract 9501, Glasscock County, Texas",900.21726675345,1430,146,570,52,432,53,136,116,0,13,30902,7465,253,90,173,59,338,95,76,34,16,19,626,225,207,102,0,18,61,31,21,29,0,13,0,13,9.5,8.1,0.0,5.6,30902.0,7465.0,28.9,8.5,12.1,4.5,23.6,6.2,5.3,2.5,3.7,4.4,43.8,15.1,15.2,7.4,0.0,3.2,10.7,5.4,4.9,6.7,0.0,8.8,0.0,0.9,0.3242,0.0,0.3441,0.7791,1.4474,0.3287,0.4992,0.3732,0.0697,0.1239,1.066,0.0701,0.3762,0.8305,1.2067,0.6171,0.0,0.7437,0.5966,0.0,0.0,1.3403,0.1515,5.0604,0.2095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290,143,20.3,9.8,1096
48,TEXAS,TX,48175,Goliad,48175960100,"Census Tract 9601, Goliad County, Texas",248.394520138036,4467,293,2074,84,1555,131,743,253,105,80,28488,3183,279,98,792,118,917,136,739,177,71,40,1760,369,45,64,0,18,328,99,63,42,128,59,33,12,16.8,5.7,5.1,4.1,28488.0,3183.0,8.8,3.0,17.7,2.4,20.5,2.7,16.7,3.9,4.6,2.5,39.4,7.9,1.0,1.5,0.0,0.9,15.8,4.7,4.1,2.7,8.2,3.6,0.7,0.3,0.5895,0.5065,0.4067,0.3064,1.8091,0.4406,0.7875,0.211,0.7868,0.1727,1.958,0.4497,0.3263,0.1699,0.4962,0.2261,0.0,0.8103,0.5354,0.7502,0.716,2.8119,0.7226,7.0752,0.4672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528,228,11.9,5.2,2855
