year,stateabbr,statedesc,cityname,geographiclevel,datasource,category,uniqueid,measure,data_value_unit,datavaluetypeid,data_value_type,data_value,low_confidence_limit,high_confidence_limit,data_value_footnote_symbol,data_value_footnote,populationcount,geolocation,categoryid,measureid,cityfips,tractfips,short_question_text
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48453002432,Current smoking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,20.4,17.5,23.3,,,152,"
,  
(30.1808372579, -97.7014760529)",UNHBEH,CSMOKING,4805000,48453002432,Current Smoking
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48453002433,Current smoking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,18.9,16.6,21.3,,,3564,"
,  
(30.1912019968, -97.6172300469)",UNHBEH,CSMOKING,4805000,48453002433,Current Smoking
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48453002435,Current smoking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,18.4,15.9,20.9,,,4159,"
,  
(30.160226698, -97.6406042548)",UNHBEH,CSMOKING,4805000,48453002435,Current Smoking
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48453002500,Current smoking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,10.2,8.6,12.1,,,5163,"
,  
(30.4166341544, -97.7553141449)",UNHBEH,CSMOKING,4805000,48453002500,Current Smoking
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48491020311,Current smoking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,11.6,9.1,14.4,,,2727,"
,  
(30.4852741813, -97.7919722841)",UNHBEH,CSMOKING,4805000,48491020311,Current Smoking
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48491020316,Current smoking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,NA,NA,NA,*,Estimates suppressed for population less than 50,30,"
,  
(30.4767287286, -97.8094310538)",UNHBEH,CSMOKING,4805000,48491020316,Current Smoking
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48491020403,Current smoking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,16.8,14,19.8,,,1803,"
,  
(30.4617670752, -97.8044725242)",UNHBEH,CSMOKING,4805000,48491020403,Current Smoking
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48491020404,Current smoking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,14.4,11.6,17.1,,,3394,"
,  
(30.4551325999, -97.8161834077)",UNHBEH,CSMOKING,4805000,48491020404,Current Smoking
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48491020405,Current smoking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,15.3,12.9,17.7,,,6444,"
,  
(30.4482556318, -97.7942896451)",UNHBEH,CSMOKING,4805000,48491020405,Current Smoking
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48491020406,Current smoking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,15.9,13.8,18.1,,,3475,"
,  
(30.4425183084, -97.7770834724)",UNHBEH,CSMOKING,4805000,48491020406,Current Smoking
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48491020408,Current smoking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,13.6,11.1,16,,,4165,"
,  
(30.4608132047, -97.7871146865)",UNHBEH,CSMOKING,4805000,48491020408,Current Smoking
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48491020409,Current smoking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,NA,NA,NA,*,Estimates suppressed for population less than 50,3,"
,  
(30.4728391003, -97.7570604006)",UNHBEH,CSMOKING,4805000,48491020409,Current Smoking
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48491020410,Current smoking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,11.9,9.8,14.2,,,1484,"
,  
(30.4369838283, -97.7616139549)",UNHBEH,CSMOKING,4805000,48491020410,Current Smoking
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48491020411,Current smoking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,13.3,9.9,16.9,,,157,"
,  
(30.4621936429, -97.7379195721)",UNHBEH,CSMOKING,4805000,48491020411,Current Smoking
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48491020508,Current smoking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,13.5,10.9,16.2,,,4446,"
,  
(30.4884625037, -97.7760368725)",UNHBEH,CSMOKING,4805000,48491020508,Current Smoking
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48491020509,Current smoking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,10.9,8.4,13.6,,,4014,"
,  
(30.5053345212, -97.7602090622)",UNHBEH,CSMOKING,4805000,48491020509,Current Smoking
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48491020510,Current smoking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,11.9,9.7,14.4,,,3555,"
,  
(30.4935333283, -97.7625330584)",UNHBEH,CSMOKING,4805000,48491020510,Current Smoking
2017,TX,Texas,Austin,Census Tract,BRFSS,Health Outcomes,4805000-48209010901,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,Crude prevalence,NA,NA,NA,*,Estimates suppressed for population less than 50,2,"
,  
(30.1541323147, -97.9083324997)",HLTHOUT,DIABETES,4805000,48209010901,Diabetes
2017,TX,Texas,Austin,Census Tract,BRFSS,Health Outcomes,4805000-48453000101,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,Crude prevalence,6.2,5.7,7,,,3611,"
,  
(30.3231638088, -97.7532685324)",HLTHOUT,DIABETES,4805000,48453000101,Diabetes
2017,TX,Texas,Austin,Census Tract,BRFSS,Health Outcomes,4805000-48453000102,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,Crude prevalence,8,7.3,8.8,,,2552,"
,  
(30.3259687199, -97.7672291772)",HLTHOUT,DIABETES,4805000,48453000102,Diabetes
2017,TX,Texas,Austin,Census Tract,BRFSS,Health Outcomes,4805000-48453000203,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,Crude prevalence,3.6,3.4,3.8,,,1546,"
,  
(30.3126275309, -97.7366585578)",HLTHOUT,DIABETES,4805000,48453000203,Diabetes
2017,TX,Texas,Austin,Census Tract,BRFSS,Health Outcomes,4805000-48453000204,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,Crude prevalence,5.2,4.9,5.6,,,3009,"
,  
(30.3071669724, -97.7444637729)",HLTHOUT,DIABETES,4805000,48453000204,Diabetes
2017,TX,Texas,Austin,Census Tract,BRFSS,Health Outcomes,4805000-48453000205,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,Crude prevalence,4.8,4.4,5.1,,,3394,"
,  
(30.3261617411, -97.7343170626)",HLTHOUT,DIABETES,4805000,48453000205,Diabetes
2017,TX,Texas,Austin,Census Tract,BRFSS,Health Outcomes,4805000-48453000206,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,Crude prevalence,6.9,6.4,7.5,,,2687,"
,  
(30.326153574, -97.7435152927)",HLTHOUT,DIABETES,4805000,48453000206,Diabetes
2017,TX,Texas,Austin,Census Tract,BRFSS,Health Outcomes,4805000-48453000302,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,Crude prevalence,4.3,4,4.6,,,4939,"
,  
(30.3025595965, -97.7265034048)",HLTHOUT,DIABETES,4805000,48453000302,Diabetes
2017,TX,Texas,Austin,Census Tract,BRFSS,Health Outcomes,4805000-48453000304,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,Crude prevalence,4.1,3.9,4.3,,,3045,"
,  
(30.3093759729, -97.7169057003)",HLTHOUT,DIABETES,4805000,48453000304,Diabetes
2017,TX,Texas,Austin,Census Tract,BRFSS,Health Outcomes,4805000-48453000305,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,Crude prevalence,4.2,3.9,4.5,,,3223,"
,  
(30.3148722619, -97.7263019673)",HLTHOUT,DIABETES,4805000,48453000305,Diabetes
2017,TX,Texas,Austin,Census Tract,BRFSS,Health Outcomes,4805000-48453000306,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,Crude prevalence,5.4,5.1,5.8,,,2697,"
,  
(30.2971560125, -97.7002733875)",HLTHOUT,DIABETES,4805000,48453000306,Diabetes
2017,TX,Texas,Austin,Census Tract,BRFSS,Health Outcomes,4805000-48453000307,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,Crude prevalence,6,5.6,6.4,,,1707,"
,  
(30.2970325018, -97.7125662163)",HLTHOUT,DIABETES,4805000,48453000307,Diabetes
2017,TX,Texas,Austin,Census Tract,BRFSS,Health Outcomes,4805000-48453000401,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,Crude prevalence,3.8,3.6,4,,,3574,"
,  
(30.288248219, -97.7250556275)",HLTHOUT,DIABETES,4805000,48453000401,Diabetes
2017,TX,Texas,Austin,Census Tract,BRFSS,Health Outcomes,4805000-48453000402,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,Crude prevalence,8.6,8,9.2,,,2606,"
,  
(30.2841414645, -97.7155188107)",HLTHOUT,DIABETES,4805000,48453000402,Diabetes
2017,TX,Texas,Austin,Census Tract,BRFSS,Health Outcomes,4805000-48453000500,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,Crude prevalence,3.8,3.5,4.1,,,4518,"
,  
(30.2960631844, -97.7341732747)",HLTHOUT,DIABETES,4805000,48453000500,Diabetes
2017,TX,Texas,Austin,Census Tract,BRFSS,Health Outcomes,4805000-48453000601,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,Crude prevalence,2.2,2,2.3,,,9207,"
,  
(30.2874118835, -97.7380441813)",HLTHOUT,DIABETES,4805000,48453000601,Diabetes
2017,TX,Texas,Austin,Census Tract,BRFSS,Health Outcomes,4805000-48453000603,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,Crude prevalence,2.6,2.3,2.8,,,7793,"
,  
(30.2919924148, -97.7462695279)",HLTHOUT,DIABETES,4805000,48453000603,Diabetes
2017,TX,Texas,Austin,Census Tract,BRFSS,Health Outcomes,4805000-48453000604,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,Crude prevalence,2.9,2.6,3.2,,,6496,"
,  
(30.2855339039, -97.7477273854)",HLTHOUT,DIABETES,4805000,48453000604,Diabetes
2017,TX,Texas,Austin,Census Tract,BRFSS,Health Outcomes,4805000-48453000700,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,Crude prevalence,6.3,5.9,6.8,,,1339,"
,  
(30.2776999882, -97.7411176287)",HLTHOUT,DIABETES,4805000,48453000700,Diabetes
2017,TX,Texas,Austin,Census Tract,BRFSS,Health Outcomes,4805000-48453000801,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,Crude prevalence,15.7,14.7,16.8,,,1498,"
,  
(30.2669542063, -97.7014857394)",HLTHOUT,DIABETES,4805000,48453000801,Diabetes
2017,TX,Texas,Austin,Census Tract,BRFSS,Health Outcomes,4805000-48453000802,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,Crude prevalence,13.9,13.2,14.7,,,3067,"
,  
(30.273555417, -97.7079841529)",HLTHOUT,DIABETES,4805000,48453000802,Diabetes
2017,TX,Texas,Austin,Census Tract,BRFSS,Health Outcomes,4805000-48453000803,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,Crude prevalence,7.2,6.8,7.7,,,2429,"
,  
(30.2768113039, -97.7204656888)",HLTHOUT,DIABETES,4805000,48453000803,Diabetes
2017,TX,Texas,Austin,Census Tract,BRFSS,Health Outcomes,4805000-48453000804,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,Crude prevalence,11.6,10.9,12.4,,,2295,"
,  
(30.2700913502, -97.7219450124)",HLTHOUT,DIABETES,4805000,48453000804,Diabetes
2017,TX,Texas,Austin,Census Tract,BRFSS,Health Outcomes,4805000-48453000901,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,Crude prevalence,7,6.5,7.4,,,2027,"
,  
(30.2655679932, -97.7237401242)",HLTHOUT,DIABETES,4805000,48453000901,Diabetes
2017,TX,Texas,Austin,Census Tract,BRFSS,Health Outcomes,4805000-48453000902,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,Crude prevalence,11.8,10.8,12.9,,,5413,"
,  
(30.2591919575, -97.7159700432)",HLTHOUT,DIABETES,4805000,48453000902,Diabetes
2017,TX,Texas,Austin,Census Tract,BRFSS,Health Outcomes,4805000-48453001000,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,Crude prevalence,11.9,11,12.9,,,3656,"
,  
(30.2530553216, -97.7257084725)",HLTHOUT,DIABETES,4805000,48453001000,Diabetes
2017,TX,Texas,Austin,Census Tract,BRFSS,Health Outcomes,4805000-48453001100,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,Crude prevalence,5.8,5.4,6.2,,,5512,"
,  
(30.2662950547, -97.7424360537)",HLTHOUT,DIABETES,4805000,48453001100,Diabetes
2017,TX,Texas,Austin,Census Tract,BRFSS,Health Outcomes,4805000-48453001200,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,Crude prevalence,4.4,4.1,4.8,,,3836,"
,  
(30.2737247917, -97.7601218266)",HLTHOUT,DIABETES,4805000,48453001200,Diabetes
2017,TX,Texas,Austin,Census Tract,BRFSS,Health Outcomes,4805000-48453001303,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,Crude prevalence,6,5.5,6.6,,,2871,"
,  
(30.2593071583, -97.7636583064)",HLTHOUT,DIABETES,4805000,48453001303,Diabetes
2017,TX,Texas,Austin,Census Tract,BRFSS,Health Outcomes,4805000-48453001304,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,Crude prevalence,5.3,4.8,5.8,,,3614,"
,  
(30.2484064505, -97.7734337153)",HLTHOUT,DIABETES,4805000,48453001304,Diabetes
2017,TX,Texas,Austin,Census Tract,BRFSS,Health Outcomes,4805000-48453001305,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,Crude prevalence,6.1,5.7,6.5,,,5488,"
,  
(30.2518891368, -97.755535235)",HLTHOUT,DIABETES,4805000,48453001305,Diabetes
2017,TX,Texas,Austin,Census Tract,BRFSS,Health Outcomes,4805000-48453001307,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,Crude prevalence,7.5,7,8.1,,,3512,"
,  
(30.2362246189, -97.7686582057)",HLTHOUT,DIABETES,4805000,48453001307,Diabetes
2017,TX,Texas,Austin,Census Tract,BRFSS,Health Outcomes,4805000-48453001308,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,Crude prevalence,7.4,6.9,7.8,,,2670,"
,  
(30.2325448034, -97.7618787936)",HLTHOUT,DIABETES,4805000,48453001308,Diabetes
2017,TX,Texas,Austin,Census Tract,BRFSS,Health Outcomes,4805000-48453001401,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,Crude prevalence,4.6,4.2,4.9,,,2981,"
,  
(30.2500756585, -97.7460413706)",HLTHOUT,DIABETES,4805000,48453001401,Diabetes
2017,TX,Texas,Austin,Census Tract,BRFSS,Health Outcomes,4805000-48453001402,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,Crude prevalence,5.9,5.4,6.4,,,2499,"
,  
(30.2436544693, -97.740570904)",HLTHOUT,DIABETES,4805000,48453001402,Diabetes
2017,TX,Texas,Austin,Census Tract,BRFSS,Health Outcomes,4805000-48453001403,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,Crude prevalence,9.2,8.6,9.8,,,1490,"
,  
(30.2399175637, -97.7350701079)",HLTHOUT,DIABETES,4805000,48453001403,Diabetes
2017,TX,Texas,Austin,Census Tract,BRFSS,Health Outcomes,4805000-48453001501,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,Crude prevalence,7.3,6.6,8,,,4787,"
,  
(30.3465767365, -97.7433025334)",HLTHOUT,DIABETES,4805000,48453001501,Diabetes
2017,TX,Texas,Austin,Census Tract,BRFSS,Health Outcomes,4805000-48453001503,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,Crude prevalence,6.7,6.3,7.1,,,3875,"
,  
(30.3272588203, -97.7157698879)",HLTHOUT,DIABETES,4805000,48453001503,Diabetes
2017,TX,Texas,Austin,Census Tract,BRFSS,Health Outcomes,4805000-48453001504,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,Crude prevalence,6.7,6.2,7.3,,,3925,"
,  
(30.3465471667, -97.7250886708)",HLTHOUT,DIABETES,4805000,48453001504,Diabetes
2017,TX,Texas,Austin,Census Tract,BRFSS,Health Outcomes,4805000-48453001505,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,Crude prevalence,6.4,5.9,7,,,4061,"
,  
(30.3363798606, -97.7304218616)",HLTHOUT,DIABETES,4805000,48453001505,Diabetes
2017,TX,Texas,Austin,Census Tract,BRFSS,Health Outcomes,4805000-48453001602,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,Crude prevalence,4.3,4,4.6,,,3301,"
,  
(30.2855533127, -97.7759300983)",HLTHOUT,DIABETES,4805000,48453001602,Diabetes
2017,TX,Texas,Austin,Census Tract,BRFSS,Health Outcomes,4805000-48453001603,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,Crude prevalence,5.7,5.4,6.2,,,4405,"
,  
(30.2984241639, -97.7564451619)",HLTHOUT,DIABETES,4805000,48453001603,Diabetes
2017,TX,Texas,Austin,Census Tract,BRFSS,Health Outcomes,4805000-48453001604,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,Crude prevalence,7.2,6.7,7.7,,,3984,"
,  
(30.3028790531, -97.7732678485)",HLTHOUT,DIABETES,4805000,48453001604,Diabetes
2017,TX,Texas,Austin,Census Tract,BRFSS,Health Outcomes,4805000-48453001605,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,Crude prevalence,5.3,5,5.7,,,3743,"
,  
(30.2867724621, -97.7605749891)",HLTHOUT,DIABETES,4805000,48453001605,Diabetes
2017,TX,Texas,Austin,Census Tract,BRFSS,Health Outcomes,4805000-48453001606,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,Crude prevalence,20.4,19.4,21.4,,,383,"
,  
(30.3056734899, -97.7608257681)",HLTHOUT,DIABETES,4805000,48453001606,Diabetes
2017,TX,Texas,Austin,Census Tract,BRFSS,Health Outcomes,4805000-48453001705,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,Crude prevalence,7.7,7.2,8.3,,,4662,"
,  
(30.369711599, -97.7740377256)",HLTHOUT,DIABETES,4805000,48453001705,Diabetes
2017,TX,Texas,Austin,Census Tract,BRFSS,Health Outcomes,4805000-48453001706,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,Crude prevalence,7,6.4,7.6,,,3321,"
,  
(30.3825164181, -97.7554891237)",HLTHOUT,DIABETES,4805000,48453001706,Diabetes
2017,TX,Texas,Austin,Census Tract,BRFSS,Health Outcomes,4805000-48453001707,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,Crude prevalence,7.9,7.2,8.5,,,4305,"
,  
(30.3727904254, -97.746340078)",HLTHOUT,DIABETES,4805000,48453001707,Diabetes
2017,TX,Texas,Austin,Census Tract,BRFSS,Health Outcomes,4805000-48453001712,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,Crude prevalence,10.2,9.3,11.2,,,4008,"
,  
(30.2238522538, -97.7971960496)",HLTHOUT,DIABETES,4805000,48453001712,Diabetes
2017,TX,Texas,Austin,Census Tract,BRFSS,Health Outcomes,4805000-48453001713,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,Crude prevalence,8.3,7.7,8.9,,,3986,"
,  
(30.2107942383, -97.8052968794)",HLTHOUT,DIABETES,4805000,48453001713,Diabetes
2017,TX,Texas,Austin,Census Tract,BRFSS,Health Outcomes,4805000-48453001714,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,Crude prevalence,6.4,6,6.8,,,11332,"
,  
(30.4232100942, -97.8280150091)",HLTHOUT,DIABETES,4805000,48453001714,Diabetes
2017,TX,Texas,Austin,Census Tract,BRFSS,Health Outcomes,4805000-48453001716,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,Crude prevalence,6.5,5.9,7,,,4987,"
,  
(30.3892678952, -97.8029503466)",HLTHOUT,DIABETES,4805000,48453001716,Diabetes
2017,TX,Texas,Austin,Census Tract,BRFSS,Health Outcomes,4805000-48453001718,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,Crude prevalence,6.5,6,7,,,5442,"
,  
(30.3483038697, -97.7610247766)",HLTHOUT,DIABETES,4805000,48453001718,Diabetes
2017,TX,Texas,Austin,Census Tract,BRFSS,Health Outcomes,4805000-48453001719,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,Crude prevalence,8,7.4,8.8,,,3793,"
,  
(30.3496481393, -97.7809337795)",HLTHOUT,DIABETES,4805000,48453001719,Diabetes
2017,TX,Texas,Austin,Census Tract,BRFSS,Health Outcomes,4805000-48453001722,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,Crude prevalence,5.1,4.8,5.6,,,3592,"
,  
(30.3989182191, -97.7531633887)",HLTHOUT,DIABETES,4805000,48453001722,Diabetes
2017,TX,Texas,Austin,Census Tract,BRFSS,Health Outcomes,4805000-48453001728,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,Crude prevalence,7.8,7.3,8.3,,,6952,"
,  
(30.1957498764, -97.816558213)",HLTHOUT,DIABETES,4805000,48453001728,Diabetes
2017,TX,Texas,Austin,Census Tract,BRFSS,Health Outcomes,4805000-48453001729,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,Crude prevalence,7,6.5,7.5,,,4607,"
,  
(30.2027503265, -97.829376795)",HLTHOUT,DIABETES,4805000,48453001729,Diabetes
2017,TX,Texas,Austin,Census Tract,BRFSS,Health Outcomes,4805000-48453001737,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,Crude prevalence,5.9,5.5,6.3,,,9971,"
,  
(30.2146083411, -97.8797963828)",HLTHOUT,DIABETES,4805000,48453001737,Diabetes
2017,TX,Texas,Austin,Census Tract,BRFSS,Health Outcomes,4805000-48453001738,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,Crude prevalence,7.6,7.2,8.1,,,6647,"
,  
(30.2186732803, -97.859799421)",HLTHOUT,DIABETES,4805000,48453001738,Diabetes
2017,TX,Texas,Austin,Census Tract,BRFSS,Health Outcomes,4805000-48453001740,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,Crude prevalence,6.3,5.8,6.7,,,3764,"
,  
(30.1918324264, -97.8568183613)",HLTHOUT,DIABETES,4805000,48453001740,Diabetes
2017,TX,Texas,Austin,Census Tract,BRFSS,Health Outcomes,4805000-48453001742,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,Crude prevalence,9.5,8.3,10.7,,,184,"
,  
(30.3610509528, -97.9204696959)",HLTHOUT,DIABETES,4805000,48453001742,Diabetes
2017,TX,Texas,Austin,Census Tract,BRFSS,Health Outcomes,4805000-48453001745,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,Crude prevalence,8.8,8,9.6,,,2322,"
,  
(30.4243915281, -97.7380184815)",HLTHOUT,DIABETES,4805000,48453001745,Diabetes
2017,TX,Texas,Austin,Census Tract,BRFSS,Health Outcomes,4805000-48453001746,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,Crude prevalence,7.2,6.7,7.7,,,3916,"
,  
(30.1860608718, -97.838251775)",HLTHOUT,DIABETES,4805000,48453001746,Diabetes
2017,TX,Texas,Austin,Census Tract,BRFSS,Health Outcomes,4805000-48453001747,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,Crude prevalence,9.4,8.8,10,,,5105,"
,  
(30.1807705165, -97.8245896819)",HLTHOUT,DIABETES,4805000,48453001747,Diabetes
2017,TX,Texas,Austin,Census Tract,BRFSS,Health Outcomes,4805000-48453001748,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,Crude prevalence,6,5.6,6.5,,,4954,"
,  
(30.1706708363, -97.8390678065)",HLTHOUT,DIABETES,4805000,48453001748,Diabetes
2017,TX,Texas,Austin,Census Tract,BRFSS,Health Outcomes,4805000-48453001749,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,Crude prevalence,5.7,5.4,6.2,,,5989,"
,  
(30.2303531901, -97.8443716395)",HLTHOUT,DIABETES,4805000,48453001749,Diabetes
2017,TX,Texas,Austin,Census Tract,BRFSS,Health Outcomes,4805000-48453001750,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,Crude prevalence,5.8,5.5,6.2,,,3869,"
,  
(30.2198633299, -97.8221972985)",HLTHOUT,DIABETES,4805000,48453001750,Diabetes
2017,TX,Texas,Austin,Census Tract,BRFSS,Health Outcomes,4805000-48453001751,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,Crude prevalence,8.8,8.3,9.5,,,2065,"
,  
(30.3628740707, -97.7577287173)",HLTHOUT,DIABETES,4805000,48453001751,Diabetes
2017,TX,Texas,Austin,Census Tract,BRFSS,Health Outcomes,4805000-48453001752,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,Crude prevalence,3.9,3.7,4.2,,,3583,"
,  
(30.3576197191, -97.7498287811)",HLTHOUT,DIABETES,4805000,48453001752,Diabetes
2017,TX,Texas,Austin,Census Tract,BRFSS,Health Outcomes,4805000-48453001753,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,Crude prevalence,3.2,3,3.4,,,1121,"
,  
(30.3908023394, -97.7388705343)",HLTHOUT,DIABETES,4805000,48453001753,Diabetes
2017,TX,Texas,Austin,Census Tract,BRFSS,Health Outcomes,4805000-48453001754,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,Crude prevalence,7.3,6.8,7.7,,,4599,"
,  
(30.4065557514, -97.7373059981)",HLTHOUT,DIABETES,4805000,48453001754,Diabetes
2017,TX,Texas,Austin,Census Tract,BRFSS,Health Outcomes,4805000-48453001755,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,Crude prevalence,7.5,7,8.1,,,5615,"
,  
(30.4091796804, -97.7784833883)",HLTHOUT,DIABETES,4805000,48453001755,Diabetes
2017,TX,Texas,Austin,Census Tract,BRFSS,Health Outcomes,4805000-48453001756,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,Crude prevalence,7.5,7,8,,,3997,"
,  
(30.4261408587, -97.7697726347)",HLTHOUT,DIABETES,4805000,48453001756,Diabetes
2017,TX,Texas,Austin,Census Tract,BRFSS,Health Outcomes,4805000-48453001757,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,Crude prevalence,7.9,7.3,8.6,,,1934,"
,  
(30.3978196994, -97.7639427818)",HLTHOUT,DIABETES,4805000,48453001757,Diabetes
2017,TX,Texas,Austin,Census Tract,BRFSS,Health Outcomes,4805000-48453001760,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,Crude prevalence,6.2,5.8,6.6,,,1914,"
,  
(30.3654663308, -97.8837872622)",HLTHOUT,DIABETES,4805000,48453001760,Diabetes
